"url","category"
"https://www.undocs.org/en/ST/SGB/2018/3","accountability"
"https://www.undocs.org/en/ST/AI/2010/1","accountability"
"https://www.undocs.org/en/ST/AI/2011/8","accountability"
"https://www.undocs.org/en/A/RES/60/254","accountability"
"https://www.undocs.org/en/ST/SGB/2023/1/Rev.1","accountability"
"https://www.undocs.org/en/ST/SGB/2023/1","accountability"
"https://www.undocs.org/en/ST/SGB/2016/9","accountability"
"https://www.undocs.org/en/ST/SGB/2015/4/Amend.1","accountability"
"https://www.undocs.org/en/ST/SGB/2015/4","accountability"
"https://policy.un.org/policy-doc/30449","accountability"
"https://www.undocs.org/en/A/64/640","accountability"
"https://policy.un.org/policy-doc/30446","accountability"
"https://www.undocs.org/en/ST/SGB/2007/11","accountability"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2022/Apr/sgb_2007-_11_united_nations_system-wide_application_of_ethics.consolidated.pdf","accountability"
"https://policy.un.org/policy-doc/29618","finance and budget"
"https://policy.un.org/policy-doc/33306","finance and budget"
"https://policy.un.org/policy-doc/29537","finance and budget"
"https://www.undocs.org/en/ST/SGB/2006/5","finance and budget"
"https://www.undocs.org/en/ST/IC/2016/25","finance and budget"
"https://policy.un.org/policy-doc/33258","finance and budget"
"https://policy.un.org/policy-doc/29594","finance and budget"
"https://policy.un.org/policy-doc/33261","finance and budget"
"https://policy.un.org/policy-doc/29612","finance and budget"
"https://www.undocs.org/en/ST/SGB/2019/2","finance and budget"
"https://www.undocs.org/en/ST/SGB/188","finance and budget"
"https://policy.un.org/policy-doc/29543","finance and budget"
"https://www.undocs.org/en/ST/SGB/2013/4","finance and budget"
"https://www.undocs.org/en/ST/SGB/2013/4/Amend.1","finance and budget"
"https://policy.un.org/policy-doc/33294","finance and budget"
"https://www.undocs.org/en/ST/AI/284","finance and budget"
"https://www.undocs.org/en/ST/AI/342","finance and budget"
"https://policy.un.org/policy-doc/29612","finance and budget"
"https://www.undocs.org/en/ST/AI/231/Rev.1","finance and budget"
"https://www.undocs.org/en/ST/IC/2023/3","finance and budget"
"https://www.undocs.org/en/ST/IC/2024/1","finance and budget"
"https://www.undocs.org/en/ST/AI/286","finance and budget"
"https://www.undocs.org/en/ST/SGB/2018/3","finance and budget"
"https://www.undocs.org/en/ST/AI/104","finance and budget"
"https://www.undocs.org/en/ST/SGB/2015/4/Amend.1","finance and budget"
"https://www.undocs.org/en/ST/SGB/2015/4","finance and budget"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2022/Feb/11._sgb_-_2015_-_4_supplement_to_the_financial_regulations_and_rules_of_the_un.pdf","finance and budget"
"https://www.undocs.org/en/ST/AI/285","finance and budget"
"https://www.un.org/ipsas/pdfs/IPF_Revision_30Dec2016.pdf","finance and budget"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2022/Sep/ipf_revision_30dec2016.pdf","finance and budget"
"https://policy.un.org/policy-doc/29597","finance and budget"
"https://www.un.org/sites/un2.un.org/files/2021/12/strategy_-_full.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/back-pain","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/cholera","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/Cholera_RMP_2017-06-15_FINAL_0.pdf","health and wellbeing"
"https://policy.un.org/policy-doc/29794","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/disease-specific-information","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/ebola","health and wellbeing"
"https://www.un.org/sites/un2.un.org/files/2021/09/fact_sheet_1.pdf","health and wellbeing"
"https://www.un.org/sites/un2.un.org/files/2021/09/fact_sheet_2.pdf","health and wellbeing"
"https://www.un.org/sites/un2.un.org/files/2021/09/fact_sheet_3.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/health-insurance","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/hiv-and-aids","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/influenza","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/medical-insurance.unog.ch","health and wellbeing"
"https://policy.un.org/www.un.org/insurance","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/lassa-fever","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/Lassa%2520Fever%2520RMP_2018-02-27_FINAL_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/UNEP%2520Directory%2520November%25202018_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/MSD_Dir_Webpg_2018-11_UN_Clinic_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/FamilyStatus.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/medical-clearances-sick-leave-unhq","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/disclaimer%23medical-disclaimer","health and wellbeing"
"https://www.undocs.org/en/ST/AI/2000/10","health and wellbeing"
"https://policy.un.org/policy-doc/29800","health and wellbeing"
"https://policy.un.org/policy-doc/29791","health and wellbeing"
"https://hr.un.org/page/medical-services-around-globe","health and wellbeing"
"https://hr.un.org/page/medical-services-new-york","health and wellbeing"
"https://policy.un.org/policy-doc/33313","health and wellbeing"
"https://www.unssc.org/courses/workplace-mental-health-and-well-being-lead-and-learn","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/plague","health and wellbeing"
"https://documents-dds-ny.un.org/doc/UNDOC/GEN/N03/637/10/pdf/N0363710.pdf?OpenElement=","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/FINAL%2520SCO%2520Ebola%2520Response%2520Staff%2520Counsellors%2520Brochure%2520EN_1.pdf","health and wellbeing"
"https://policy.un.org/policy-doc/29812","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2021/Sep/version_1.1_hr_network_adm_guidelines_for_offices_affected_by_zika_staff_members_17_feb_2016_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/Contact%2520Information%2520of%2520PKO%2520CMOs%2520FMOs%2520%2528updated%2520on%25209%2520May%25202018%2529_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/Revised%2520Pandemic%2520Guidelines_2011-10_24_FINAL_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/EVD%2520Staff%2520Brochure_UNMD_WHO_2018-05_0_1.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/ZikaPersonalProtection_UN%2520Staff_MSD_2016-02-09_EN_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/MSD%2520Zika%2520Case%2520Report%2520Form_2016-03_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2021/Sep/guidelines_for_classifying_cases_of_zika_virus_disease_and_related_conditions_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/Zika%2520ICD-10%2520Coding%2520Instructions%2520-%252021%2520March%25202016_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/Zika%2520Checklist_AedesOnly_2016-03-04_SelfAssess_FINAL_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/Zika_RMP%2520for%2520UN%2520Staff_2016-02-18_Final_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2021/Sep/zika_notification_to_msd_2016-03_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/Zika%2520Checklist_AllDS_2016-02-26_SelfAssess_FINAL%2520%25281%2529_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/Zika%2520FAQ%2520for%2520UN%2520Personnel_2016-02-24_0.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/UN%2520Medical%2520Services%2520Guide%2520to%2520Configuring%2520your%2520Workstation.pdf","health and wellbeing"
"https://www.un.org/sites/un2.un.org/files/2021/12/strategy_summary.pdf","health and wellbeing"
"https://www.un.org/sites/un2.un.org/files/2021_survey_summary_report_all_sample_brochure_final.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/Plague%2520RMP_2017-11-03%2520w%2520Annex_FINAL.pdf","health and wellbeing"
"https://www.un.org/sites/un2.un.org/files/2021/10/un-system-covid-19-staff-health-and-wellbeing-survey-2020-summary-report.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/WHO_Plague_Responders_ENFR%25202017-10_0.pdf","health and wellbeing"
"https://policy.un.org/policy-doc/29806","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/Zika_RMP_2017-04-24_FINAL_1.pdf","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/pp_files/zika-virus","health and wellbeing"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2022/Jun/policy_guideline_education_grant_-_1_june_2022.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2022/Jun/policy_guideline_special_education_grant_-_1_june_2022_0.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2023/Feb/policy_guideline_downsizing.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2023/Aug/2316200e.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2023/Sep/st.pg_.2023.6_ohr_policy_guidelines_security_council_experts_21.08.2023mmg.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2023/Dec/ohr.pg_.2023.8_ohr_policy_guidelines_for_the_implementation_of_the_personal_transitional_allowance_pta_related_to_negative_results_of_place-to-place_surveys.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2024/Feb/ohr_policy_guidelines_on_2024_msa_rates_final.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2024/Jan/2024_01_17_ohr_policy_guidelines_-_measures_to_support_staff_who_have_been_victim_of_hostage_incidents.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2024/Jan/ohr_pg_determination_of_continuous_service_in_consideration_of_separation_benefits.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2024/Mar/ohr_pg_2024_3_ohr_policy_guidelines_on_fixed_term_limited_appointments_20_mar_2024.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2024/Jul/1_ohr_pg_2024_4_rev.2_30_july_2024.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2024/Jul/official_travel_1.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2024/May/guidelines_on_review_of_staff_claims_for_dependency_benefits_for_2023_english.pdf","human resources"
"https://www.undocs.org/en/ST/AI/2005/5","human resources"
"https://www.undocs.org/en/ST/AI/400","human resources"
"https://www.undocs.org/en/ST/AI/2018/9","human resources"
"https://www.undocs.org/en/ST/IC/2020/14","human resources"
"https://www.undocs.org/en/ST/IC/2020/15","human resources"
"https://www.undocs.org/en/ST/SGB/2018/6","human resources"
"https://www.undocs.org/en/ST/AI/2017/2","human resources"
"https://www.undocs.org/en/ST/IC/2017/39","human resources"
"https://www.undocs.org/en/ST/IC/2018/18","human resources"
"https://policy.un.org/policy-doc/29069","human resources"
"https://www.undocs.org/en/ST/SGB/2017/3","human resources"
"https://www.undocs.org/en/ST/SGB/2020/3","human resources"
"https://www.undocs.org/en/ST/SGB/2006/5","human resources"
"https://www.undocs.org/en/ST/SGB/135","human resources"
"https://www.undocs.org/en/ST/SGB/2019/8","human resources"
"https://www.undocs.org/en/ST/AI/2012/3","human resources"
"https://www.undocs.org/en/ST/AI/2013/1","human resources"
"https://www.undocs.org/en/ST/AI/2013/1/Corr.1","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2022/Apr/ai_2013_-_1_administration_of_fixed-term_appointments.consolidated.pdf","human resources"
"https://www.undocs.org/en/ST/AI/2010/4/Rev.1","human resources"
"https://www.undocs.org/en/ST/AI/2010/4/Rev.2","human resources"
"https://www.undocs.org/en/ST/AI/234/Rev.1/Amend.2","human resources"
"https://www.undocs.org/en/ST/AI/234/Rev.1/Amend.1","human resources"
"https://policy.un.org/sites/policy.un.org/files/pp_files/administrative_guidelines_absences-delays_caused_by_air_travel_restrictions.pdf","human resources"
"https://policy.un.org/policy-doc/29261","human resources"
"https://policy.un.org/policy-doc/29276","human resources"
"https://www.undocs.org/en/ST/AI/2007/3","human resources"
"https://policy.un.org/sites/policy.un.org/files/pp_files/MASTER%2520AGREEMENT%2520%2520CEB-AITC%2520%25201%2520Jan%25202013_0.pdf","human resources"
"https://www.undocs.org/en/ST/SGB/2006/14","human resources"
"https://www.undocs.org/en/ST/SGB/2007/11/Amend.1","human resources"
"https://www.undocs.org/en/ST/AI/108","human resources"
"https://policy.un.org/policy-doc/29216","human resources"
"https://www.undocs.org/en/ST/IC/2016/25","human resources"
"https://policy.un.org/policy-doc/29132","human resources"
"https://www.undocs.org/en/ST/IC/2021/12","human resources"
"https://www.undocs.org/en/ST/IC/2020/18","human resources"
"https://www.undocs.org/en/ST/IC/2018/23","human resources"
"https://www.undocs.org/en/ST/AI/404","human resources"
"https://www.undocs.org/en/ST/SGB/2011/2","human resources"
"https://www.undocs.org/en/ST/SGB/2009/1","human resources"
"https://www.undocs.org/en/ST/SGB/2004/10","human resources"
"https://www.undocs.org/en/ST/AI/2019/5","human resources"
"https://policy.un.org/policy-doc/29153","human resources"
"https://policy.un.org/policy-doc/29444","human resources"
"https://www.undocs.org/en/ST/IC/2019/7","human resources"
"https://policy.un.org/policy-doc/29504","human resources"
"https://policy.un.org/policy-doc/29312","human resources"
"https://www.undocs.org/en/ST/SGB/2011/7/Rev.2","human resources"
"https://www.undocs.org/en/ST/IC/2015/16","human resources"
"https://policy.un.org/policy-doc/29525","human resources"
"https://policy.un.org/policy-doc/29156","human resources"
"https://www.undocs.org/en/ST/IC/2013/17","human resources"
"https://www.undocs.org/en/ST/IC/2021/17","human resources"
"https://policy.un.org/policy-doc/29255","human resources"
"https://iseek.un.org/system/files/524-200407121004453628539.doc","human resources"
"https://iseek.un.org/nyc/forms?title=COM.39","human resources"
"https://www.undocs.org/en/ST/SGB/1999/6","human resources"
"https://www.undocs.org/en/ST/IC/2003/41","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2024/Sep/compendium_of_disciplinary_measures_july_2009-december_2023.xlsx","human resources"
"https://www.undocs.org/en/ST/AI/149/Rev.4","human resources"
"https://www.undocs.org/en/ST/AI/149/Rev.4/Amend.1","human resources"
"https://policy.un.org/policy-doc/29159","human resources"
"https://www.undocs.org/en/ST/AI/2020/3","human resources"
"https://policy.un.org/policy-doc/29087","human resources"
"https://policy.un.org/policy-doc/29162","human resources"
"https://policy.un.org/policy-doc/29321","human resources"
"https://www.undocs.org/en/ST/AI/2013/4","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2019/Jun/consultants_individual_contractors_interns_and_gratis_personnel_eligibility_to_apply_for_or_to_be_appointed_to_posts.pdf","human resources"
"https://www.undocs.org/en/ST/SGB/2011/9","human resources"
"https://policy.un.org/sites/policy.un.org/files/pp_files/convention_on_the_privileges_and_immunities_of_the_united_nations.pdf","human resources"
"https://www.undocs.org/en/ST/AI/2011/9","human resources"
"https://www.undocs.org/en/ST/IC/2014/25","human resources"
"https://iseek.un.org/system/files/524-200406101547145683477.doc","human resources"
"https://iseek.un.org/system/files/524-200804081317214784144.doc","human resources"
"https://iseek.un.org/system/files/524-200804081319004794055.doc","human resources"
"https://policy.un.org/policy-doc/29447","human resources"
"https://policy.un.org/policy-doc/29366","human resources"
"https://www.undocs.org/en/ST/AI/2020/6","human resources"
"https://www.undocs.org/en/ST/SGB/2024/3","human resources"
"https://policy.un.org/policy-doc/29450","human resources"
"https://policy.un.org/policy-doc/29279","human resources"
"https://policy.un.org/policy-doc/29090","human resources"
"https://www.undocs.org/en/ST/SGB/2019/2","human resources"
"https://www.undocs.org/en/ST/SGB/2008/12","human resources"
"https://policy.un.org/policy-doc/29369","human resources"
"https://www.undocs.org/en/ST/IC/2011/6/Corr.1","human resources"
"https://www.undocs.org/en/ST/IC/2023/10","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2022/Apr/ic_2011_-_6_dependency_allowances_for_staff_in_the_professional_and_fs_categories.consolidated.pdf","human resources"
"https://www.undocs.org/en/ST/AI/2018/6/Rev.1","human resources"
"https://iseek.un.org/system/files/524-200406171036263818684.doc","human resources"
"https://iseek.un.org/system/files/524-200406141522485536806.doc","human resources"
"https://iseek.un.org/system/files/524-200511251008483652864.doc","human resources"
"https://iseek.un.org/system/files/524-200511251017363705627.doc","human resources"
"https://www.undocs.org/en/ST/IC/2020/9","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2024/Jan/ohr_pg_determination_of_continuous_service_in_consideration_of_separation_benefits.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/pp_files/determination_of_earning_limits_in_processing_short-term_appointment_of_retiree_language_staff.pdf","human resources"
"https://policy.un.org/policy-doc/29264","human resources"
"https://www.undocs.org/en/ST/AI/2001/4","human resources"
"https://iseek.un.org/system/files/524-200406101603525783286.doc","human resources"
"https://iseek.un.org/system/files/524-200406171134114165178.doc","human resources"
"https://iseek.un.org/system/files/524-200406171136114177111.doc","human resources"
"https://iseek.un.org/system/files/524-200406171137164183618.doc","human resources"
"https://iseek.un.org/system/files/524-200406171138124189291.doc","human resources"
"https://iseek.un.org/system/files/524-200406171140474204763.pdf","human resources"
"https://iseek.un.org/system/files/524-200406171146584241826.doc","human resources"
"https://iseek.un.org/system/files/524-200406171147554247511.doc","human resources"
"https://iseek.un.org/system/files/524-200406171149194255952.doc","human resources"
"https://www.undocs.org/en/ST/AI/2023/1","human resources"
"https://iseek.un.org/system/files/524-200406141523525543234.doc","human resources"
"https://iseek.un.org/system/files/524-200406141142434216393.doc","human resources"
"https://iseek.un.org/system/files/524-200406141144334227315.doc","human resources"
"https://policy.un.org/policy-doc/29267","human resources"
"https://policy.un.org/sites/policy.un.org/files/pp_files/early_retirement.pdf","human resources"
"https://www.undocs.org/en/ST/AI/2018/1/Rev.1","human resources"
"https://www.undocs.org/en/ST/AI/2018/1/Rev.1/Amend.1","human resources"
"https://www.undocs.org/en/ST/AI/2018/1/Rev.1/Amend.2","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2023/Aug/education_grant_and_related_benefits_during_covid-19.pdf","human resources"
"https://www.undocs.org/en/ST/IC/2022/8","human resources"
"https://www.undocs.org/en/ST/IC/2022/8/Corr.1","human resources"
"https://policy.un.org/policy-doc/29372","human resources"
"https://www.undocs.org/en/ST/IC/2013/15","human resources"
"https://www.undocs.org/en/ST/IC/2015/13","human resources"
"https://policy.un.org/policy-doc/29507","human resources"
"https://www.undocs.org/en/ST/AI/372","human resources"
"https://www.undocs.org/en/ST/SGB/2014/3","human resources"
"https://www.undocs.org/en/ST/IC/2009/42","human resources"
"https://www.undocs.org/en/ST/IC/2012/7","human resources"
"https://www.undocs.org/en/ST/IC/2014/19","human resources"
"https://www.undocs.org/en/ST/IC/2017/32","human resources"
"https://www.undocs.org/en/ST/IC/2020/11","human resources"
"https://www.undocs.org/en/ST/IC/2020/11/Amend.1","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2022/Apr/st_ic_2020_11_consolidated_-_g-5_visa.pdf","human resources"
"https://www.undocs.org/en/ST/AI/273","human resources"
"https://policy.un.org/policy-doc/29417","human resources"
"https://www.undocs.org/en/ST/IC/1999/14","human resources"
"https://www.undocs.org/en/ST/SGB/2020/5","human resources"
"https://www.undocs.org/en/ST/IC/2016/28","human resources"
"https://www.undocs.org/en/ST/SGB/273","human resources"
"https://www.undocs.org/en/ST/SGB/2005/22","human resources"
"https://www.undocs.org/en/ST/SGB/2018/7","human resources"
"https://www.undocs.org/en/ST/AI/2016/4","human resources"
"https://www.undocs.org/en/ST/IC/1999/99","human resources"
"https://policy.un.org/policy-doc/29453","human resources"
"https://www.undocs.org/en/ST/AI/2022/3","human resources"
"https://policy.un.org/policy-doc/29324","human resources"
"https://iseek.un.org/system/files/524-20120215163949599894.doc","human resources"
"https://iseek.un.org/system/files/524-200406171048343891401.doc","human resources"
"https://iseek.un.org/system/files/524-200407191153084278814.doc","human resources"
"https://iseek.un.org/system/files/524-200406171052523917242.doc","human resources"
"https://iseek.un.org/system/files/f177b_9-14.doc","human resources"
"https://iseek.un.org/system/files/f177c_9-14.doc","human resources"
"https://iseek.un.org/system/files/524-2004061710553739338.doc","human resources"
"https://iseek.un.org/system/files/524-200602161143524223232.doc","human resources"
"https://iseek.un.org/system/files/f2023-16.doc","human resources"
"https://iseek.un.org/system/files/524-200406101534475608738.doc","human resources"
"https://iseek.un.org/system/files/524-200608161047073882745.xls","human resources"
"https://iseek.un.org/system/files/524-200608150949563539627.doc","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2023/Feb/2022-f247-protected-final_0.pdf","human resources"
"https://iseek.un.org/system/files/524-200406171057353945593.doc","human resources"
"https://iseek.un.org/system/files/524-200406171100223962214.doc","human resources"
"https://iseek.un.org/system/files/524-200511221638575993793.doc","human resources"
"https://iseek.un.org/system/files/524-200709111604085784807.doc","human resources"
"https://iseek.un.org/system/files/524-200412071500045400418.doc","human resources"
"https://iseek.un.org/system/files/524-200406171102483976842.doc","human resources"
"https://iseek.un.org/system/files/524-200409231004123625229.doc","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2023/Feb/2022-f65-protected-final_2.pdf","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2023/Feb/2022-f65a-protected-final.pdf","human resources"
"https://iseek.un.org/system/files/524-200406171104593989998.doc","human resources"
"https://iseek.un.org/system/files/f.83_12-18-e.docx","human resources"
"https://www.undocs.org/en/ST/AI/293","human resources"
"https://www.undocs.org/en/ST/SGB/1999/4","human resources"
"https://www.undocs.org/en/ST/AI/2005/2/Amend.2","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2022/Apr/ai_2005-_2_family_leave_maternity_leave_and_paternity_leave.consolidated.pdf","human resources"
"https://policy.un.org/policy-doc/29165","human resources"
"https://policy.un.org/policy-doc/29686","human resources"
"https://www.undocs.org/en/ST/AI/2000/15","human resources"
"https://www.undocs.org/en/ST/AI/2000/15/Amend.1","human resources"
"https://policy.un.org/sites/policy.un.org/files/files/documents/2022/Apr/ai_2000-_15_family_visit_travel.consolidated.pdf","human resources"
"https://policy.un.org/policy-doc/29327","human resources"
"https://policy.un.org/policy-doc/29426","human resources"
"https://www.undocs.org/en/ST/AI/292","human resources"
"https://www.undocs.org/en/ST/IC/2004/14","human resources"
"https://policy.un.org/policy-doc/29072","human resources"
"https://www.undocs.org/en/ST/SGB/2013/4","human resources"
"https://www.undocs.org/en/ST/SGB/2013/4/Amend.1","human resources"
"https://policy.un.org/policy-doc/29093","human resources"
"https://policy.un.org/policy-doc/29510","human resources"
"https://www.undocs.org/en/ST/SGB/2019/3","human resources"
"https://www.undocs.org/en/ST/IC/2019/15","human resources"
"https://iseek.un.org/system/files/524-200406101536265618627.doc","human resources"
"https://iseek.un.org/system/files/fms.2_01-11.doc","human resources"
"https://iseek.un.org/system/files/524-200406141436035256312.doc","human resources"
"https://iseek.un.org/system/files/524-200406171117204064017.doc","human resources"
"https://iseek.un.org/system/files/fms.5_08-14_0.doc","human resources"
"https://iseek.un.org/system/files/524-200508161455115371111.doc","human resources"
"https://iseek.un.org/system/files/524-20040615095416356566.doc","human resources"
"https://www.undocs.org/en/ST/IC/2018/25","human resources"
"https://www.undocs.org/en/ST/SGB/2023/3","human resources"
"https://policy.un.org/policy-doc/29168","human resources"
"https://www.undocs.org/en/ST/SGB/2016/4/Rev.1","human resources"
"https://policy.un.org/policy-doc/29330","human resources"
"https://policy.un.org/policy-doc/29333","human resources"
"https://www.undocs.org/en/ST/AI/1999/6","human resources"
"https://www.undocs.org/en/ST/AI/342","human resources"
"https://policy.un.org/policy-doc/29375","human resources"
"https://www.undocs.org/en/ST/SGB/275","human resources"
"https://policy.un.org/policy-doc/30282","human resources"
"https://www.undocs.org/en/ST/AI/2015/2/Rev.1","human resources"
"https://policy.un.org/policy-doc/29096","human resources"
"https://www.undocs.org/en/ST/IC/2019/21","human resources"
"https://policy.un.org/policy-doc/29222","human resources"
"https://policy.un.org/policy-doc/29513","human resources"
"https://iseek.un.org/system/files/524-200406141511165467641.doc","human resources"
"https://www.undocs.org/en/ST/IC/2010/19/Rev.1","human resources"
"https://policy.un.org/policy-doc/29456","human resources"
"https://www.undocs.org/en/ST/IC/2018/13","human resources"
"https://www.undocs.org/en/ST/IC/2016/8","human resources"
"https://www.undocs.org/en/ST/SGB/2006/16","human resources"
"https://policy.un.org/policy-doc/29075","human resources"
"https://www.undocs.org/en/ST/IC/2019/2","human resources"
"https://www.undocs.org/en/ST/IC/2010/31","human resources"
